Date,InterestRate,Inflation,GDP,Unemployment,VIX
2024-01-25,3.850698513325421,2.220853057378828,0.35825740005350326,4.4289595547069,29.115667402997683
2024-01-26,3.9570431690051304,2.508853941281164,0.5308068018574165,4.063401244892259,15.901162045578683
2024-01-27,3.262524106877917,2.856859044864477,0.5455950535970653,4.893110294688712,16.485105113394255
2024-01-28,3.6795419345489737,2.863956870344795,0.9446898959801746,4.835420501959598,10.447523635621664
2024-01-29,3.825368847221954,2.6472791414591113,0.9795258499016591,4.206011710054111,15.993239665812586
2024-01-30,3.2116689175980104,2.4653240726296364,0.689507610728635,4.834456967353496,28.834181520893132
2024-01-31,3.5120345916819744,2.6693901661637898,0.0008126104838837023,4.788246068549382,26.667990827944035
2024-02-01,3.905516313582016,2.8102809438971414,0.8005084061527835,4.741472654335418,12.379729031190454
2024-02-02,3.8648867795992983,2.7914884286505686,0.8881266647596443,4.239378520057307,29.292798829700356
2024-02-03,3.011290082336287,2.5484033033134916,0.9822770146703464,4.037455145720481,27.758214165601107
2024-02-04,3.6241641409690866,2.3074006931782587,0.019551801921178336,4.818068665134994,27.16187443111731
2024-02-05,3.6353954996027262,2.6578241921695325,0.8596033331920118,4.787041307994942,28.479640997846573
2024-02-06,3.9910892293627156,2.0189895314995296,0.8666374575953036,4.194556507827362,20.67975725751719
2024-02-07,3.68851174505005,2.9687722537360237,0.19271867779153562,4.264002006292919,29.419134469834734
2024-02-08,3.5397510128469554,2.329700595616007,0.8384019213940651,4.243931204165047,10.523939789839314
2024-02-09,3.1821094473603395,2.4175190524125476,0.046751689248554995,4.52361333476395,21.248597526016347
2024-02-10,3.2640419748167067,2.5479229510768064,0.06932612529770565,4.72764095384106,17.461899447746312
2024-02-11,3.819844740585642,2.717488329482428,0.5931626190211768,4.278751000708492,21.28134120444423
2024-02-12,3.069574986453403,2.1617865340978955,0.9652063353087116,4.1813112620293476,27.96730825805566
2024-02-13,3.014168726025621,2.3758647091625646,0.47052332804932495,4.718111366929238,18.98730775693151
2024-02-14,3.61136086181906,2.3189004738904364,0.37775869209669244,4.937686725120547,14.5490421136798
2024-02-15,3.676137490602828,2.055952999277303,0.4974548387657889,4.364287089046372,17.174801345372586
2024-02-16,3.8257390129986053,2.4538706678858793,0.9881924181265406,4.483289689449222,18.914636693586893
2024-02-17,3.5302245759297053,2.087960806465164,0.6638667241087542,4.91388737112153,19.09867399798214
2024-02-18,3.8423693257581815,2.8821568911934836,0.5495090642564289,4.772565426141367,16.75665821339795
2024-02-19,3.8252105694455887,2.529676677197277,0.7921537410440993,4.174960392838581,19.252930211192506
2024-02-20,3.389627005591011,2.817807132467278,0.47410644169802685,4.205150398003267,16.930392103485357
2024-02-21,3.0908094259758245,2.5955529299611757,0.5006995337456683,4.053599727473065,16.011687890179065
2024-02-22,3.762953866016015,2.935770361443525,0.7742942268610461,4.27025295370098,27.22470349563643
2024-02-23,3.965142988157139,2.0817271491908507,0.4771172799791279,4.473328196287022,26.903275597952966
2024-02-24,3.878360124130141,2.7320157554919,0.12913462737681003,4.304199682292905,15.680383679648573
2024-02-25,3.633299209135583,2.682723344423835,0.03342435931055443,4.4713580645654,27.842105526458074
2024-02-26,3.0960830102427126,2.7952025467454558,0.6431637640104773,4.616038931825639,18.47321245604108
2024-02-27,3.592191183271298,2.5728920649557065,0.10587469748938216,4.93087346859085,16.901144494995663
2024-02-28,3.0157005325394186,2.3014526391800727,0.8881161738426713,4.923496787342632,14.287879200782033
2024-02-29,3.5919764790316657,2.3124404127065334,0.5034977523913096,4.622268051772429,24.22008511502866
2024-03-01,3.833705187338656,2.8876199469039796,0.01561450298243272,4.3660922095481265,10.5828951268138
2024-03-02,3.74145398510634,2.3544995733796816,0.2710984167591699,4.257872922992763,22.0164968730865
2024-03-03,3.615698099489517,2.814113935595273,0.5831685561060438,4.606942782018207,10.559585215507802
2024-03-04,3.12054859098578,2.7658994949659017,0.32962118079581504,4.647234383937081,15.84654795652147
2024-03-05,3.172807467662758,2.5100787455200093,0.38077479001237935,4.26798125188092,29.460051625565214
2024-03-06,3.8451146522133532,2.912075733163902,0.8934213907063167,4.058605985161495,21.836697602639667
2024-03-07,3.5914808646229384,2.3007589027504034,0.6489846404449605,4.3535223167580455,15.860270934853462
2024-03-08,3.5218917329794674,2.0065390774571568,0.2479720478105607,4.9545410640913685,15.766656436878412
2024-03-09,3.2081227538977934,2.7577412533720844,0.8736891941432211,4.224547972490241,12.507889443759064
2024-03-10,3.424403825548543,2.764781492272179,0.8406632009253444,4.310212476078967,16.616145807002013
2024-03-11,3.58088112523924,2.195856672762859,0.6393711657054136,4.2928461644349145,19.00648330518194
2024-03-12,3.6280945862603287,2.8156665573259465,0.2439653864058019,4.701366123105777,24.274404271990615
2024-03-13,3.7034478816959284,2.8589865168226205,0.811244836951103,4.735012058082264,21.332970922206574
2024-03-14,3.748252737456081,2.657096225498859,0.42586827462995236,4.44431833592249,10.836017792704034
2024-03-15,3.6208576265873744,2.5195201432324197,0.27996546408812184,4.912818496801093,16.919796133824924
2024-03-16,3.155583923344118,2.62847012838307,0.2157910684479345,4.725246529213617,11.019973298185812
2024-03-17,3.5423217530554094,2.6368386908464867,0.25232305138669897,4.887979232483866,28.77523044299702
2024-03-18,3.074814324648232,2.8489526223558035,0.4568085719683699,4.852097035464621,18.50969015913281
2024-03-19,3.590799840377505,2.229336395974129,0.6167425107938393,4.772593013747803,21.97647097564409
2024-03-20,3.979406657866492,2.917005478302392,0.9025767242076363,4.320930734662098,24.605664545884324
2024-03-21,3.267247112040592,2.949881326350313,0.8278130663813306,4.136850988206412,10.071418387518374
2024-03-22,3.3918407143628793,2.220049116885033,0.2045170996152582,4.673290125606071,12.112337606396723
2024-03-23,3.2725620690993322,2.1052734562364415,0.8934945412833251,4.700234488615838,20.72403725323788
2024-03-24,3.558910294955142,2.673592061607362,0.34471945262387915,4.752939743714514,22.023869802527145
2024-03-25,3.043786940451392,2.1129314477278545,0.5181157410718858,4.810639465618555,24.486133438675786
2024-03-26,3.9939418176200965,2.249071110160877,0.33048422889591234,4.39952668724183,12.295057197169296
2024-03-27,3.796753759804124,2.164154825366081,0.8149708755596845,4.373202822004427,17.14512501337166
2024-03-28,3.617373705696685,2.858316715801286,0.1103371248730024,4.315793141047312,24.935628394590914
2024-03-29,3.812626141883986,2.9089152651396275,0.9233264109379532,4.433083462320645,14.78370660424204
2024-03-30,3.2214091133706875,2.3133047176703236,0.21809335519158024,4.871887927000579,29.34950266708198
2024-03-31,3.8584339513047574,2.3317031415409444,0.25783530254433773,4.001914480149281,29.489031420324093
2024-04-01,3.983595533149295,2.464242312506976,0.17570897366738625,4.550066178960796,19.71012181816203
2024-04-02,3.635532259542462,2.136035994328578,0.11565777700487168,4.223692088434397,12.605796173265178
2024-04-03,3.5627594388786914,2.7810030603561877,0.580876812479653,4.573652061214092,10.371682318903767
2024-04-04,3.4513634919889684,2.5330957322206697,0.4391352738327974,4.086220634378247,12.364427740194483
2024-04-05,3.642652028672039,2.2967126135330966,0.8168998523671417,4.084708786580098,17.52839212809915
2024-04-06,3.6562835043515305,2.481914261255083,0.3371611555415661,4.189986519630066,16.76202230969721
2024-04-07,3.5553132282501254,2.5928124962446275,0.7801563368299022,4.98505531889003,25.456074712137966
2024-04-08,3.7621475888413185,2.3441478344139837,0.5863273825544048,4.6458292869635995,21.395250529292362
2024-04-09,3.3541610319710524,2.2681678962995737,0.6876424839678832,4.430983211204524,18.775877379154903
