Ticker,Lag1,Lag5,Momentum,RSI,MarketRegime
AMZN,1.6835897392335213,-0.9611371353279011,0.6951668108119587,52.97988831435636,Sideways
MSFT,0.5399428283392609,-0.25353051319087416,-0.9426954622364557,86.78299181160874,Bull
AMZN,0.3188131428581422,-0.43573094017166875,1.268529040033185,1.833564664778209,Sideways
NVDA,1.446403577529838,0.9195997326439004,-0.36747483153204424,37.34647661383169,Bear
AAPL,-0.17693842994304662,0.5090621454944491,-0.7793844386277662,83.30917542229463,Bear
MSFT,0.2587889253819168,0.4672271563717514,0.769521634892163,24.933561471959663,Bull
MSFT,-0.6220796659096329,-0.7715429625609762,-0.2682411980663503,1.2181871095669594,Sideways
MSFT,-0.12832255497816655,-0.16965710782698204,-0.6230813683563102,34.05723599144713,Bull
AAPL,-0.3563221732251121,1.282683561437421,0.4020118849919707,3.458953802459086,Bull
NVDA,-0.8077947354058769,-0.12612123141974094,0.27148152243038204,91.56902992635607,Bear
TSLA,-1.8556623639750913,0.7949116014636922,-0.05830502177662947,85.27788353868009,Sideways
NVDA,0.31307081846843726,-0.04222782325928083,0.10182818248748458,42.192150749210164,Bull
AAPL,0.24336592213930935,0.9558321716892446,-0.895200265192758,40.7818741997588,Bear
AMZN,-0.9419483971660897,-0.2522766563955079,-0.08769447687737042,97.9425932967005,Bear
AMZN,0.6060711479397494,1.0264472879828186,-0.1628374182693202,48.9261200823014,Bull
TSLA,-1.2601972196645137,0.33689394789508553,0.01855653299432815,43.66893571050192,Sideways
AMZN,0.948171359716872,0.3247848569969987,0.3804954263632511,40.046958243948794,Sideways
AAPL,0.576140766036584,1.414242420383924,-0.03197104769232189,31.769750241089046,Bull
TSLA,1.821627662380148,-0.06768523840590075,-0.3549762829669684,34.32312808205348,Bear
AAPL,-0.4906833657001821,-1.1014329410670185,-0.44129156736962744,44.438377041856356,Sideways
MSFT,0.1010415343206933,0.65324303833514,0.6696940222746312,92.35233905314068,Bull
AMZN,-0.3586872222452141,-0.7675124022890947,-0.40598335780529016,87.78480757717844,Sideways
